,name,salary_from,salary_to,salary_currency,area_name,published_at
7214,Full Stack Web Developer,,,,Тула,2022-12-26T15:18:25+0300
7215,Аналитик тестирования,,,,Москва,2022-12-26T15:45:40+0300
7216,Графический дизайнер (Монтаж видео),,,,Москва,2022-12-26T15:04:13+0300
7217,Product analyst,,,,Санкт-Петербург,2022-12-26T15:53:56+0300
7218,Главный специалист по серверному оборудованию,,,,Новосибирск,2022-12-26T15:12:13+0300
7219,Техник - ученик инженера ЦТО,35000.0,55000.0,RUR,Москва,2022-12-26T15:36:38+0300
7220,Специалист DevOps,,,,Москва,2022-12-26T15:55:04+0300
7221,Главный механик пищевого производства,,,,Подольск (Московская область),2022-12-26T15:08:40+0300
7222,Business analyst,,,,Минск,2022-12-26T15:41:49+0300
7223,Главный системный аналитик/Team Lead System Analyst,,,,Москва,2022-12-26T15:40:36+0300
7224,Scala/Java разработчик (Hadoop),150000.0,200000.0,RUR,Екатеринбург,2022-12-26T15:35:02+0300
7225,Установщик дополнительного оборудования/Инженер,110000.0,180000.0,RUR,Москва,2022-12-26T15:41:42+0300
7226,Team Lead of QA (office),,,,Москва,2022-12-26T15:14:14+0300
7227,Senior Backend Developer (PHP),,,,Москва,2022-12-26T15:00:59+0300
7228,Мастер по ремонту окон/Сервисный мастер,,,,Москва,2022-12-26T15:57:45+0300
7229,"Разработчик интеграции / ETL разработчик (SQL, Talend, Java)",,,,Москва,2022-12-26T15:26:59+0300
7230,DevOps,,,,Москва,2022-12-26T15:40:39+0300
7231,Инженер технической поддержки (интерактивное оборудование и ПО),,,,Москва,2022-12-26T15:58:36+0300
7232,Senior PHP-разработчик,,,,Тула,2022-12-26T15:18:11+0300
7233,Инженер / техник / специалист (сервисная служба),50000.0,75000.0,RUR,Москва,2022-12-26T15:19:14+0300
7234,IT project manager / руководитель проекта в ИТ,,150000.0,RUR,Москва,2022-12-26T15:17:22+0300
7235,Android разработчик (SberDevices),,,,Санкт-Петербург,2022-12-26T15:48:12+0300
7236,Инженер по CAD / CAM системам,50000.0,,RUR,Воткинск,2022-12-26T15:18:05+0300
7237,Инженер-разработчик,100000.0,,RUR,Москва,2022-12-26T15:54:13+0300
7238,Механик по ремонту теплового оборудования,70000.0,,RUR,Москва,2022-12-26T15:23:22+0300
7239,Инженер Jira (Atlassian),,,,Москва,2022-12-26T15:25:05+0300
7240,Product manager (PropTech),110000.0,140000.0,RUR,Москва,2022-12-26T15:37:22+0300
7241,Senior .NET Developer,,,,Тула,2022-12-26T15:17:57+0300
7242,Руководитель проекта по развитию цепочек поставок,,,,Краснодар,2022-12-26T15:18:57+0300
7243,Механик/слесарь ремонтник,50000.0,,RUR,Обнинск,2022-12-26T15:26:09+0300
7244,DevOps инженер,110000.0,,RUR,Екатеринбург,2022-12-26T15:35:02+0300
7245,Сервисный инженер (ОПК),60000.0,,RUR,Великий Новгород,2022-12-26T15:22:26+0300
7246,ИТ аналитик,,,,Санкт-Петербург,2022-12-26T15:24:43+0300
7247,Аналитик,,,,Санкт-Петербург,2022-12-26T15:07:43+0300
7248,Менеджер проекта,100000.0,250000.0,RUR,Москва,2022-12-26T15:54:13+0300
7249,Системный администратор (кассовое оборудование),,54000.0,RUR,Воронеж,2022-12-26T15:58:08+0300
7250,Главный специалист по серверному оборудованию,,,,Курган,2022-12-26T15:11:54+0300
7251,DevOps инженер,,,,Москва,2022-12-26T15:23:18+0300
7252,Инженер по применению (направление: СВЧ техника и компоненты),70000.0,,RUR,Санкт-Петербург,2022-12-26T15:41:34+0300
7253,Инженер технической поддержки по сетевому оборудованию и IoT,68000.0,,RUR,Москва,2022-12-26T15:44:28+0300
7254,Environment Artist (Мир танков),,,,Минск,2022-12-26T15:43:38+0300
7255,Back-End developer,,,,Москва,2022-12-26T15:09:14+0300
7256,Ведущий программист,34400.0,,RUR,Нижний Новгород,2022-12-26T15:00:07+0300
7257,Разработчик PL/SQL (Главный специалист),,,,Алматы,2022-12-26T15:17:52+0300
7258,Ученик Компьютерного мастера,64000.0,,RUR,Армавир,2022-12-26T15:45:49+0300
7259,Старший сервис- инженер,75000.0,105000.0,RUR,Москва,2022-12-26T15:48:02+0300
7260,Инженер-наладчик КИПиА,80000.0,120000.0,RUR,Сургут,2022-12-26T15:44:00+0300
7261,Android разработчик (SberDevices),,,,Москва,2022-12-26T15:48:18+0300
7262,Менеджер отдела сервиса,30000.0,,RUR,Пенза,2022-12-26T15:52:39+0300
7263,Главный специалист Отдела защиты информации,,,,Ухта,2022-12-26T15:50:20+0300
7264,Специалист по внедрению Битрикс 24,60000.0,60000.0,RUR,Красноярск,2022-12-26T15:10:15+0300
7265,Senior Product manager,,,,Москва,2022-12-26T15:20:24+0300
7266,Ученик Компьютерного мастера,64000.0,,RUR,Обнинск,2022-12-26T15:49:27+0300
7267,Unity разработчик iOS,90000.0,,RUR,Москва,2022-12-26T15:54:16+0300
7268,Графический дизайнер (г. Московский),,,,Московский,2022-12-26T15:52:23+0300
7269,Оператор станков с ЧПУ (гибочный пресс),70000.0,,RUR,Москва,2022-12-26T15:59:35+0300
7270,Руководитель ИТ-отдела,,,,Сургут,2022-12-26T15:24:47+0300
7271,DevOps Engineer,,,,Санкт-Петербург,2022-12-26T15:22:41+0300
7272,Специалист DevOps,,,,Воронеж,2022-12-26T15:54:31+0300
7273,Сервисный инженер IT на автомобиле компании,84000.0,,RUR,Лыткарино,2022-12-26T15:47:37+0300
7274,Оператор станков с программным управлением,44000.0,56000.0,RUR,Пермь,2022-12-26T15:11:56+0300
7275,Сварщик волоконно-оптических линий связи (ВОЛС),50000.0,,RUR,Сочи,2022-12-26T15:15:14+0300
7276,"Data scientist (проект ""Антиспам"")",,,,Санкт-Петербург,2022-12-26T15:34:00+0300
7277,Инженер по ремонту,,45000.0,RUR,Ярославль,2022-12-26T15:19:17+0300
7278,Senior QA engineer,3000.0,,USD,Тбилиси,2022-12-26T15:44:20+0300
7279,Инженер-механик по сельскохозяйственной технике,50000.0,,RUR,Михайловка (Волгоградская область),2022-12-26T15:15:10+0300
7280,Токарь-расточник,20000.0,30000.0,RUR,Сарапул,2022-12-26T15:52:52+0300
7281,Сервисный инженер,45000.0,,RUR,Набережные Челны,2022-12-26T15:19:34+0300
7282,Инженер-механик по сельскохозяйственной технике,50000.0,,RUR,Камышин,2022-12-26T15:15:10+0300
7283,Инженер отдела поддержки пользователей (первая линия),,,,Москва,2022-12-26T15:23:21+0300
7284,Наладчик станков и манипуляторов с программным управлением,50000.0,73000.0,RUR,Ярославль,2022-12-26T15:11:02+0300
7285,Механик транспортного отдела,50000.0,60000.0,RUR,Санкт-Петербург,2022-12-26T15:35:25+0300
7286,Руководитель управления команды методологии пополнения запасов,,,,Санкт-Петербург,2022-12-26T15:18:50+0300
7287,Токарь,80000.0,120000.0,RUR,Люберцы,2022-12-26T15:37:20+0300
7288,Инженер по нагрузочному тестированию,,,,Москва,2022-12-26T15:09:55+0300
7289,Инженер по автоматизированному тестированию [NPM.backbone],,,,Москва,2022-12-26T15:38:10+0300
7290,Инженер по гарантии,,70000.0,RUR,Обь,2022-12-26T15:57:22+0300
7291,Механик,,,,Новокузнецк,2022-12-26T15:56:48+0300
7292,Инженер технической поддержки,,,,Калининград,2022-12-26T15:33:42+0300
7293,Аналитик управленческой отчетности в отдел Аудита Сети,,,,Москва,2022-12-26T15:46:00+0300
7294,Инженер по обслуживанию ИТ-инфраструктуры ЦОД,,,,Москва,2022-12-26T15:11:39+0300
7295,Аналитик НСИ (нормативно-справочной информации),,,,Санкт-Петербург,2022-12-26T15:34:07+0300
7296,Руководитель направления по запуску и развитию проекта «Фабрики-кухни» (г. Краснодар),,,,Санкт-Петербург,2022-12-26T15:19:39+0300
7297,Системный аналитик,,,,Москва,2022-12-26T15:19:00+0300
7298,Backend разработчик PHP Laravel,50000.0,110000.0,RUR,Санкт-Петербург,2022-12-26T15:49:55+0300
7299,Программист Axapta,,,,Москва,2022-12-26T15:59:26+0300
7300,Инженер-механик,70000.0,,RUR,Рязань,2022-12-26T15:01:04+0300
7301,Инженер-электронщик,90000.0,140000.0,RUR,Москва,2022-12-26T15:21:39+0300
7302,Сервисный инженер,55000.0,,RUR,Екатеринбург,2022-12-26T15:49:54+0300
7303,Системный аналитик,,,,Москва,2022-12-26T15:43:36+0300
7304,Специалист DevOps,,,,Череповец,2022-12-26T15:54:14+0300
7305,Project Manager (Digital),,,,Москва,2022-12-26T15:00:30+0300
7306,Монтажник связи (ВОЛС),50000.0,80000.0,RUR,Санкт-Петербург,2022-12-26T15:22:35+0300
7307,Инженер-электроник,50000.0,,RUR,Обнинск,2022-12-26T15:24:40+0300
7308,Программист - разработчик 1С (удаленно),120000.0,170000.0,RUR,Москва,2022-12-26T15:03:23+0300
7309,"Системный администратор (г. Ялта, Республика Крым)",,,,Краснодар,2022-12-26T15:12:49+0300
7310,Инженер-механик по сельскохозяйственной технике,50000.0,,RUR,Фролово,2022-12-26T15:15:10+0300
7311,Инженер-наладчик оборудования с ЧПУ,,,,Ростов-на-Дону,2022-12-26T15:54:00+0300
7312,Специалист по информационным технологиям,,104000.0,RUR,Москва,2022-12-26T15:15:21+0300
7313,Программист 1С Middle,100000.0,150000.0,RUR,Сочи,2022-12-26T15:13:47+0300
7314,Ведущий программист 1С,140000.0,140000.0,RUR,Воронеж,2022-12-26T15:32:07+0300
7315,Работник на производство,47500.0,,RUR,Кубинка,2022-12-26T15:47:07+0300
7316,Инженер-cхемотехник 3 категории (стажер),30000.0,,RUR,Нижний Новгород,2022-12-26T15:26:02+0300
7317,1С Программист (Документооборот),,,,Санкт-Петербург,2022-12-26T15:50:24+0300
7318,Фрезеровщик,70000.0,108000.0,RUR,Тула,2022-12-26T15:33:07+0300
7319,Ведущий Data Engineer (Розничные риски),,,,Санкт-Петербург,2022-12-26T15:58:05+0300
7320,Руководитель Data Science,,,,Москва,2022-12-26T15:20:44+0300
7321,Full-Stack Developer,,,,Москва,2022-12-26T15:59:41+0300
7322,Инженер по ремонту мобильной техники Samsung,60000.0,90000.0,RUR,Москва,2022-12-26T15:43:31+0300
7323,Фрезеровщик,,,,Санкт-Петербург,2022-12-26T15:18:36+0300
7324,DevOps инженер,110000.0,,RUR,Тюмень,2022-12-26T15:35:02+0300
7325,DevOps инженер,200000.0,250000.0,RUR,Москва,2022-12-26T15:09:24+0300
7326,Teamlead Frontend,,,,Москва,2022-12-26T15:11:25+0300
7327,"Data science разработчик (проект ""Увлечения"")",,,,Санкт-Петербург,2022-12-26T15:34:00+0300
7328,Product Delivery Lead,,,,Москва,2022-12-26T15:05:40+0300
7329,Администратор проектов,60000.0,,RUR,Санкт-Петербург,2022-12-26T15:41:19+0300
7330,Администратор серверов приложений,,,,Москва,2022-12-26T15:20:36+0300
7331,Фрезеровщик,20000.0,30000.0,RUR,Сарапул,2022-12-26T15:53:38+0300
7332,Инженер по сборке и ремонту лабораторного оборудования,35000.0,,RUR,Воронеж,2022-12-26T15:17:45+0300
7333,Старший технический писатель,120000.0,160000.0,RUR,Москва,2022-12-26T15:01:11+0300
7334,Инженер сервисного центра,60000.0,80000.0,RUR,Санкт-Петербург,2022-12-26T15:16:16+0300
7335,Специалист DevOps,,,,Санкт-Петербург,2022-12-26T15:54:47+0300
7336,Старший консультант BI/Разработчик Power BI,,,,Санкт-Петербург,2022-12-26T15:30:50+0300
7337,Middle/Senior Penetration Tester [Кибербезопасность],,,,Москва,2022-12-26T15:38:09+0300
7338,Наладчик станков с ЧПУ,58000.0,75000.0,RUR,Воронеж,2022-12-26T15:57:37+0300
7339,Преподаватель по транспортно-эксплуатационной деятельности,25000.0,35000.0,RUR,Нижний Новгород,2022-12-26T15:22:15+0300
7340,Архитектор SIEM-систем [Кибербезопасность],,,,Краснодар,2022-12-26T15:38:08+0300
7341,Токарь/Оператор станков с ЧПУ (фрезерный ОЦ),,,,Минск,2022-12-26T15:22:58+0300
7342,Senior IOS developer (SberDevices),,,,Москва,2022-12-26T15:48:30+0300
7343,Менеджер проекта,,,,Москва,2022-12-26T15:44:35+0300
7344,Ведущий Разработчик BI/QlikView/QlikSense,,,,Москва,2022-12-26T15:20:16+0300
7345,Аналитик группы управления финансовыми рисками,,,,Минск,2022-12-26T15:39:45+0300
7346,Android developer (SberDevices),,,,Москва,2022-12-26T15:48:07+0300
7347,Механик-диагност,50000.0,,RUR,Краснодар,2022-12-26T15:47:40+0300
7348,Scala-разработчик,,,,Москва,2022-12-26T15:15:36+0300
7349,Главный методолог пополнения запасов,,,,Краснодар,2022-12-26T15:19:15+0300
7350,Программист 1С,60000.0,80000.0,RUR,Архангельск,2022-12-26T15:52:23+0300
7351,Технический писатель,100000.0,150000.0,RUR,Зеленоград,2022-12-26T15:10:29+0300
7352,Монтажник систем связи,40000.0,,RUR,Сочи,2022-12-26T15:14:31+0300
7353,Главный методолог пополнения запасов,,,,Санкт-Петербург,2022-12-26T15:19:20+0300
7354,Продакт-менеджер (бренд менеджер),100000.0,150000.0,RUR,Москва,2022-12-26T15:49:46+0300
7355,Инженер по гарантии,40000.0,50000.0,RUR,Миасс,2022-12-26T15:39:42+0300
7356,Руководитель проектов,,,,Москва,2022-12-26T15:32:30+0300
7357,Налоговый консультант,65000.0,75000.0,RUR,Москва,2022-12-26T15:32:54+0300
7358,Токарь,47000.0,70000.0,RUR,Пермь,2022-12-26T15:11:37+0300
7359,Инженер-электронщик,60000.0,150000.0,RUR,Москва,2022-12-26T15:49:47+0300
7360,Программист 1С (ЗУП),,,,Москва,2022-12-26T15:59:21+0300
7361,Наладчик станков с программным управлением,55500.0,70000.0,RUR,Пермь,2022-12-26T15:11:21+0300
7362,Механик (разработка Wopck Pack),,,,Пермь,2022-12-26T15:23:17+0300
7363,"Инженер-разработчик Data Science (проект ""Лента"")",,,,Санкт-Петербург,2022-12-26T15:34:00+0300
7364,Менеджер WebTutor,,,,Москва,2022-12-26T15:19:41+0300
7365,Сервисный инженер/руководитель отдела сервиса буровых установок БВР,80000.0,150000.0,RUR,Екатеринбург,2022-12-26T15:36:40+0300
7366,"Backend Python developer (remote, middle+)",150000.0,200000.0,RUR,Санкт-Петербург,2022-12-26T15:33:25+0300
7367,Senior IOS developer (SberDevices),,,,Санкт-Петербург,2022-12-26T15:48:23+0300
7368,Системный аналитик (на проект чат бот),,,,Москва,2022-12-26T15:15:44+0300
7369,Настройщик приборов электронной техники,,32000.0,RUR,Волжский (Волгоградская область),2022-12-26T15:02:05+0300
7370,DevOps инженер,110000.0,,RUR,Челябинск,2022-12-26T15:35:02+0300
7371,Электромеханик,62900.0,,RUR,Голицыно,2022-12-26T15:44:59+0300
7372,Ведущий дизайнер,,,,Москва,2022-12-26T15:06:38+0300
7373,Токарь,2500.0,,BYR,Минск,2022-12-26T15:25:08+0300
7374,Мастер по ремонту цифровой техники,70000.0,100000.0,RUR,Ростов-на-Дону,2022-12-26T15:24:29+0300
7375,Scala/Java разработчик (Hadoop),150000.0,200000.0,RUR,Челябинск,2022-12-26T15:35:02+0300
7376,Инженер технической поддержки,,,,Санкт-Петербург,2022-12-26T15:53:03+0300
7377,Программист 1С,,,,Воронеж,2022-12-26T15:57:56+0300
7378,Инженер-программист,40000.0,,RUR,Краснодар,2022-12-26T15:15:21+0300
7379,Программист 1С в отдел крупных внедрений (Удаленно),180000.0,230000.0,RUR,Москва,2022-12-26T15:16:30+0300
7380,"Machine learning engineer (проект ""Группы"")",,,,Санкт-Петербург,2022-12-26T15:33:59+0300
7381,Инженер по подбору насосного оборудования (стажер),,30000.0,RUR,Москва,2022-12-26T15:24:01+0300
7382,Руководитель проекта (SAP BPC \ BW),,,,Москва,2022-12-26T15:01:38+0300
7383,Программист 1С,,120000.0,RUR,Краснодар,2022-12-26T15:10:14+0300
7384,Cyber security engineer,,,,Ростов-на-Дону,2022-12-26T15:14:01+0300
7385,Руководитель управления команды методологии пополнения запасов,,,,Москва,2022-12-26T15:18:40+0300
7386,Графический дизайнер (м. Филатов Луг),35000.0,45000.0,RUR,Москва,2022-12-26T15:51:49+0300
7387,Главный инженер облачного продукта,,,,Москва,2022-12-26T15:49:21+0300
7388,Оператор станка с ЧПУ,,,,Ростов-на-Дону,2022-12-26T15:52:33+0300
7389,PHP-разработчик,300000.0,1000000.0,KZT,Алматы,2022-12-26T15:38:43+0300
7390,Старший системный администратор,,,,Москва,2022-12-26T15:44:48+0300
7391,Системный администратор,,45000.0,RUR,Сочи,2022-12-26T15:23:01+0300
7392,Токарь,45000.0,,RUR,Альметьевск,2022-12-26T15:49:24+0300
7393,Инженер дистанционной технической поддержки (г. Гомель),830.0,1100.0,BYR,Гомель,2022-12-26T15:04:46+0300
7394,Ученик Компьютерного мастера,64000.0,,RUR,Рыбинск,2022-12-26T15:48:42+0300
7395,Инженер-механик,61000.0,,RUR,Обнинск,2022-12-26T15:00:12+0300
7396,Tech Lead,,,,Москва,2022-12-26T15:20:19+0300
7397,"Программист-консультант 1С (Университет, Документооборот, Битфинанс)",,,,Москва,2022-12-26T15:58:08+0300
7398,Big Data Platform Engineer,,,,Санкт-Петербург,2022-12-26T15:34:00+0300
7399,Технический директор/СТО/Разработчик,400000.0,500000.0,KZT,Астана,2022-12-26T15:08:18+0300
7400,DL/Delivery Engineer,,,,Санкт-Петербург,2022-12-26T15:34:00+0300
7401,Токарь-универсал,60900.0,,RUR,Санкт-Петербург,2022-12-26T15:18:13+0300
7402,Механик,,,,Междуреченск,2022-12-26T15:56:48+0300
7403,Оператор фрезерного 5-ти осевого станка с ЧПУ Spinner U-620 стойка Heiden,65000.0,100000.0,RUR,Санкт-Петербург,2022-12-26T15:43:29+0300
7404,Графический дизайнер (Можайский р-н),35000.0,45000.0,RUR,Москва,2022-12-26T15:51:39+0300
7405,Программист 1C,120000.0,,RUR,Тюмень,2022-12-26T15:02:07+0300
7406,Консультант-аналитик 1С (удаленно),150000.0,,RUR,Нижний Новгород,2022-12-26T15:42:01+0300
7407,Ведущий аналитик (в одном лице),,,,Москва,2022-12-26T15:49:31+0300
7408,Аналитик-консультант 1С (удаленно),90000.0,130000.0,RUR,Москва,2022-12-26T15:06:24+0300
7409,"Обозреватель в отдел ""Москва""",76000.0,,RUR,Москва,2022-12-26T15:44:09+0300
7410,Специалист по сопровождению 1С,,,,Анапа,2022-12-26T15:53:04+0300
7411,Senior iOS Developer,,,,Санкт-Петербург,2022-12-26T15:40:39+0300
7412,Оператор токарного станка с ЧПУ Nexturn стойка Fanuc 0i Металлострой,50000.0,70000.0,RUR,Санкт-Петербург,2022-12-26T15:43:39+0300
7413,Руководитель проектов (капитальный ремонт),130000.0,150000.0,RUR,Москва,2022-12-26T15:03:15+0300
7414,Бизнес-аналитик Битрикс24,1500.0,,BYR,Минск,2022-12-26T15:21:18+0300
7415,Специалист отдела планирования,,,,Москва,2022-12-26T15:52:07+0300
7416,Станочник широкого профиля (фрезеровщик/токарь),55000.0,,RUR,Струнино,2022-12-26T15:05:03+0300
7417,Станочник широкого профиля (фрезеровщик/токарь),55000.0,,RUR,Александров,2022-12-26T15:05:06+0300
7418,"Оператор-наладчик станков с ЧПУ 5, 6 разряда (токарные, фрезерные)",80000.0,110000.0,RUR,Ступино,2022-12-26T15:11:24+0300
7419,Токарь (6 разряд),65000.0,,RUR,Краснодар,2022-12-26T15:55:55+0300
7420,Главный дизайнер,,,,Москва,2022-12-26T15:06:38+0300
7421,"Java Developer (senior, в аккредитованную IT-компанию)",,,,Санкт-Петербург,2022-12-26T15:56:34+0300
7422,Электромеханик,62900.0,,RUR,Звенигород,2022-12-26T15:44:54+0300
7423,Специалист - консультант поддержки 1С,,,,Нижний Новгород,2022-12-26T15:41:02+0300
7424,Специалист по информационной безопасности,,,,Сургут,2022-12-26T15:25:44+0300
7425,Специалист по планированию спроса,,,,Москва,2022-12-26T15:46:18+0300
7426,Big Data Platform Engineer,,,,Москва,2022-12-26T15:34:00+0300
7427,Администратор 1С,,,,Череповец,2022-12-26T15:19:51+0300
7428,Оператор-наладчик фрезерных станков с ЧПУ,95000.0,100000.0,RUR,Санкт-Петербург,2022-12-26T15:52:45+0300
7429,Системный аналитик (middle),,,,Москва,2022-12-26T15:15:44+0300
7430,Дежурный инженер электроник,63000.0,,RUR,Москва,2022-12-26T15:50:13+0300
7431,Механик по обслуживанию и ремонту спецтехники,60000.0,200000.0,RUR,Москва,2022-12-26T15:36:48+0300
7432,SRE/Системный администратор Linux (Одноклассники),,,,Москва,2022-12-26T15:34:00+0300
7433,"Data science разработчик (проект ""Увлечения"")",,,,Москва,2022-12-26T15:34:00+0300
7434,Flutter Middle Developer,,,,Москва,2022-12-26T15:45:59+0300
7435,Руководитель технической службы,,,,Дзержинск (Нижегородская область),2022-12-26T15:54:33+0300
7436,Консультант-аналитик Hyperion Planning,,,,Москва,2022-12-26T15:46:20+0300
7437,Java-разработчик,,,,Москва,2022-12-26T15:15:44+0300
7438,Middle backend developer С#/Python (аккредитованная IT-компания),,200000.0,RUR,Новосибирск,2022-12-26T15:24:45+0300
7439,Оператор-наладчик фрезерных станков с ЧПУ,1900.0,,BYR,Минск,2022-12-26T15:11:58+0300
7440,Senior DevOps engineer [Кибербезопасность],,,,Москва,2022-12-26T15:38:09+0300
7441,Администратор Bitrix/сайтов,,,,Минск,2022-12-26T15:30:56+0300
7442,Токарь – универсал 4-6 разряда,60000.0,,RUR,Гатчина,2022-12-26T15:55:11+0300
7443,Middle-Senior backend (mobile app),,,,Москва,2022-12-26T15:48:23+0300
7444,Ученик Компьютерного мастера,55000.0,,RUR,Тамбов,2022-12-26T15:47:05+0300
7445,Программист 1С,,,,Казань,2022-12-26T15:28:05+0300
7446,Техник,,,,Воронеж,2022-12-26T15:49:03+0300
7447,Специалист технической поддержки 1С - Аналитик,25000.0,70000.0,RUR,Белгород,2022-12-26T15:41:23+0300
7448,Системный администратор,,,,Самара,2022-12-26T15:11:07+0300
7449,Ведущий инженер звукового обеспечения,,,,Москва,2022-12-26T15:29:52+0300
7450,Инженер-проектировщик (IT),,,,Воронеж,2022-12-26T15:11:09+0300
7451,Графический дизайнер (мцд Подольск),35000.0,45000.0,RUR,Москва,2022-12-26T15:51:55+0300
7452,"Machine learning engineer (проект ""Группы"")",,,,Москва,2022-12-26T15:34:00+0300
7453,Аналитик 1С,120000.0,150000.0,RUR,Москва,2022-12-26T15:56:09+0300
7454,Фрезеровщик,57500.0,69000.0,RUR,Елабуга,2022-12-26T15:44:42+0300
7455,Аккаунт-менеджер в отдел проектного офиса,40000.0,70000.0,RUR,Москва,2022-12-26T15:41:44+0300
7456,Аналитик бизнес-процессов (BPMN),300000.0,,KZT,Алматы,2022-12-26T15:59:00+0300
7457,Инженер по нагрузочному тестированию,,,,Белгород,2022-12-26T15:10:21+0300
7458,Радиомеханик по ремонту радиоэлектронного оборудования,28000.0,,RUR,Сарапул,2022-12-26T15:51:00+0300
7459,Специалист по внедрению и сопровождению 1С,,,,Минск,2022-12-26T15:44:42+0300
7460,Системный архитектор,,,,Москва,2022-12-26T15:11:44+0300
7461,Big Data Engineer,,,,Санкт-Петербург,2022-12-26T15:34:00+0300
7462,Главный методолог пополнения запасов,,,,Москва,2022-12-26T15:19:26+0300
7463,Бизнес-аналитик (Python),,,,Москва,2022-12-26T15:40:11+0300
7464,Графический дизайнер (м. Прокшино),35000.0,45000.0,RUR,Москва,2022-12-26T15:51:42+0300
7465,Продавец-консультант,30000.0,50000.0,RUR,Кингисепп,2022-12-26T15:54:36+0300
7466,Flutter Middle Developer,,,,Казань,2022-12-26T15:45:59+0300
7467,Бизнес-аналитик 1C:ERP,100000.0,150000.0,RUR,Москва,2022-12-26T15:56:06+0300
7468,Мастер слесарного цеха,40000.0,60000.0,RUR,Миасс,2022-12-26T15:39:38+0300
7469,Руководитель отдела по работе с маркетплейсами,100000.0,170000.0,RUR,Москва,2022-12-26T15:43:43+0300
7470,Performance стратег / Digital стратег,,,,Москва,2022-12-26T15:06:16+0300
7471,Инженер по автоматизации тестирования,,,,Москва,2022-12-26T15:06:20+0300
7472,Механик,,,,Кемерово,2022-12-26T15:56:48+0300
7473,"Системный администратор Linux (г. Ялта, Республика Крым)",,,,Краснодар,2022-12-26T15:11:55+0300
7474,Техник связи,30000.0,,RUR,Пермь,2022-12-26T15:21:16+0300
7475,Руководитель проектов (строительство),130000.0,,RUR,Москва,2022-12-26T15:53:00+0300
7476,Conference Producer (Business conferences) / Продюсер деловых конференций / менеджер проекта,,,,Москва,2022-12-26T15:14:42+0300
7477,Middle продуктовый аналитик в команду отелей сервиса путешествий,,,,Москва,2022-12-26T15:34:47+0300
7478,Системный аналитик,,,,Москва,2022-12-26T15:42:07+0300
7479,Фрезеровщик,57500.0,69000.0,RUR,Набережные Челны,2022-12-26T15:44:43+0300
7480,Токарь-универсал,57500.0,69000.0,RUR,Набережные Челны,2022-12-26T15:44:43+0300
7481,Графический дизайнер (Сколково),35000.0,45000.0,RUR,Москва,2022-12-26T15:52:03+0300
7482,Помощник маркетолога-аналитика,38000.0,,RUR,Воронеж,2022-12-26T15:35:36+0300
7483,Консультант-программист 1С,,,,Пермь,2022-12-26T15:47:45+0300
7484,Программист 1C Senior,150000.0,200000.0,RUR,Сочи,2022-12-26T15:13:43+0300
7485,Мастер по ремонту бытовой техники/Начинающий специалист,50000.0,,RUR,Липецк,2022-12-26T15:18:19+0300
7486,Разработчик 1С,,,,Тверь,2022-12-26T15:48:03+0300
7487,Консультант-разработчик 1С,,,,Воронеж,2022-12-26T15:47:42+0300
7488,Руководитель управления команды методологии пополнения запасов,,,,Краснодар,2022-12-26T15:18:53+0300
7489,Ученик мастера по ремонту стиральных машин,70000.0,130000.0,RUR,Москва,2022-12-26T15:38:21+0300
7490,Электромеханик,50000.0,50000.0,RUR,Санкт-Петербург,2022-12-26T15:36:39+0300
7491,Дежурный инженер-электроник,63000.0,,RUR,Москва,2022-12-26T15:48:05+0300
7492,Программист 1С на проект (удаленная работа),,150000.0,RUR,Москва,2022-12-26T15:11:12+0300
7493,Оператор станка с ЧПУ,25000.0,80000.0,RUR,Алексин,2022-12-26T15:31:15+0300
7494,"Java developer (middle, senior)",,,,Москва,2022-12-26T15:15:44+0300
7495,Начальник отдела информационной безопасности,,,,Краснодар,2022-12-26T15:33:59+0300
7496,"Проверяющий преподаватель на курс ""PHP-разработчик"" (Symfony)",,,,Москва,2022-12-26T15:59:35+0300
7497,Инженер-разработчик RTL,150000.0,,RUR,Москва,2022-12-26T15:37:47+0300
7498,Ведущий программист в отдел перспективных технологий,,,,Москва,2022-12-26T15:29:59+0300
7499,Программист 1C,,,,Астана,2022-12-26T15:04:02+0300
7500,Токарь (ведущее производственное предприятие),44000.0,64000.0,RUR,Ярославль,2022-12-26T15:11:02+0300
7501,Программист/разработчик Qlik Sense,,,,Минск,2022-12-26T15:51:01+0300
7502,Ведущий инженер-разработчик цифровых схем (ASIC),,,,Зеленоград,2022-12-26T15:52:28+0300
7503,Механик,60000.0,,RUR,Санкт-Петербург,2022-12-26T15:16:22+0300
7504,Lead Unity Developer,,,,Москва,2022-12-26T15:30:51+0300
7505,"Администратор систем виртуализации (VMware vSphere, MS Hyper-V)",,,,Череповец,2022-12-26T15:19:39+0300
7506,Senior Java developer (ЦБП),,,,Москва,2022-12-26T15:15:44+0300
7507,Backend Developer,,,,Москва,2022-12-26T15:59:45+0300
7508,Программист 1С,,,,Москва,2022-12-26T15:45:23+0300
7509,Программист 1С,,,,Санкт-Петербург,2022-12-26T15:48:17+0300
7510,Инженер поддержки продаж,,,,Санкт-Петербург,2022-12-26T15:11:09+0300
7511,Senior DevOps engineer,,,,Москва,2022-12-26T15:40:39+0300
7512,Senior Xamarin Developer,,,,Минск,2022-12-26T15:37:42+0300
7513,Senior Unity developer,,,,Москва,2022-12-26T15:30:51+0300
